Series Number,Filename,Name,Description,Gender,Attributes- Hair. Eyes. Teeth. Clothing. Accessories. Expression. Strength. Weakness,UUID,sha256Hash
312,chiamaka-the -bully,chiamaka the bully,Chiamaka hates people in her business and likes to scare the kids on the block,Female,,587658ca-5ace-11ed-9b6a-0242ac120002,2c5d6532a95e1c8fcf459f089518af48566b6609360cc97060b746f60913a843
313,gift-the-fashionista,gift the fashionista,Gift has always been bold and that spreads to her fashion sense too.,Female,,58765adc-5ace-11ed-9b6a-0242ac120002,f05404349905ea569e72adfb70d4ee144aba0c74acc753d8185e17974e68e9dd
314,omoyene-the-weirdo,omoyene the weirdo,Omoyene likes to murmur to herself and talks about seeing ghosts,Female,,58765bea-5ace-11ed-9b6a-0242ac120002,71c9c51bca3711326dc07f021d7d426a5a7fd1b15669a73171a01c1a825c0c26
315,maria-the -freshface,maria the freshface,Maria likes to believe the world is sunshine and rainbows while blowing gum,Female,,58765d02-5ace-11ed-9b6a-0242ac120002,80762c71c152d8a622baa164bc48a494d1c6fa0e0f9cb9ca3faeaa05be3a3606
316,monica-the -smoker,monica the smoker,Monica is never found without a pipe and loves to interject in every conversation,Female,,58765e24-5ace-11ed-9b6a-0242ac120002,734afbbd99e7f4b1e7f0fd0002893c3a71d5924eca61dc43478a73660dea3ec0
317,,,,,,,
318,,,,,,,
319,,,,,,,
320,,,,,,,
,,,,,,,
TEAM SANDPAPER,,,,,,,
321,Omunyinyi-the-stoic,omunyinyi the stoic,omunyinyi wears a Kitenge coat,male,Hair: bald Eyes: tearyTeeth: noneSkin: brownskinClothing: checked ankara Accessories: None Expression: Teary Strength: powerful Weakness: self-loathing,c2d6a3ac-1d4d-4268-ba7f-4f0f8f50c1ab,7a306da778eef34e6f07aa9290cb4b5343a7e1ee7791888c970afb8daff0fb55
322,Kamau-the-sleeper,kamau the sleeper,closed eyes meditating,male,Hair: Blad Eyes: closed Teeth:  noneSkin: brownskin Clothing: black ankara Accessories: none Expression: flat Strength: open to suggestion Weakness: always sleepy,20330f5c-40c2-4f6a-b9d8-d1d04fb97daf,5091b4dbc34110235b09b5ab2c5e16252ffe7794fe536787c9304ba223c3b693
323,Mutiso-the-lastborn,mutiso the lastborn,masked up mutiso dozing off,male,Hair:bald Eyes: closed Teeth: none Skin: brownskin Clothing: yellow ankara Accessories: none  Expression: tired Strength: consistency weakness: pessismist,0706c338-42eb-4d26-84ea-c24b39628200,2ce570c2bfe3098dca27a5dc352859de458416c0ce7085a7de1c547d9dce969a
324,Omondi-the-vegeterian,omondi the vegeterian,omondi wears a green coat,male,Hair:bald Eyes: sharp eyed Teeth: none Skin: brownskin Clothing: green ankara Accessories: none Expression: alert Strength: leader Weakness: anxious,bfb5e8d5-d7a7-4aa8-85e8-d7d9afd4adb3,d3a6f964204b0995e07621f623a954d5dadfe0e1674f93495abe87caeba00095
325,Barasa-the-optimist,barasa the optimist,looks up to the sky and makes a wish,male,Hair: bald Eyes: blue Teeth: none Skin: dark skin Clothing: brown ankara Accessories:none Expression: awake Strength: strong willed Weakness: immoral,2da4bef4-38cc-4414-99ad-7361fac04b2b,b36f0ee51df5f0d2aade14890bb37dea290b1cfa0f9dda58afa50f49399ce0ab
326,Mwembu-the-elder,mwembu the elder,"old but not so old, with yellow his favorite color",male,Hair: bald Eyes: black Teeth: none Skin: dark skin Clothing: dark ankara Accessories: none  Expression: plain Strength: fulfilled Weakness: angry,36181230-6ac9-417f-af5c-23bdd2c25ecb,0df8eb7cf5b4fabce3f37262149bba846c45ef5c3a4bd0f018b21efb1449bac2
327,Mbogi-the-fighter,mbogi the fighter,masked up mbogi after capture,male,Hair: baldEyes:  blackTeeth: noneSkin: darkskin Clothing: onesideankara Accessories: noneExpression: willfull Strength: fighter  Weakness: rebellious,3a7bc3c4-1463-42ce-84c9-07337da64435,3eb90e19e56d0af0bbf3b343fcaa2387ab3fc13c75c9f31a663b312664ea1439
328,Mrosho-the-runner,mrosho the runner,masked up mrosho,male,Hair: bald Eyes: sea blue Teeth: none Skin: darkskin Clothing: purple ankara Accessories: none Expression: alert  Strength: visionary  Weakness: destructive,b2ca2c76-3b6d-43f1-8cc9-089b6ab83876,c2427b3f4ef54c23476ed669c4d81bf5a8d99fdc54ccaa7199d318fcd18ef724
329,Milele-the-african,milele the african,milele with a nice african print in orange,male,Hair: bald Eyes: blue Teeth: none Skin: dark skin Clothing: orange ankara Accessories: none Expression: timid Strength: leader Weakness: failure,644b0259-d75c-456d-934c-ce7c052bad3a,f6261a202a9b126872b3e9b77e122e1764ef7ea4543462af1e073e3018d55508
330,Olebon-the-oloibon,olebon the oloibon,olebon in customized buba sokoto,male,Hair: bald Eyes: closed Teeth: none Skin: darkskin Clothing: animal print Accessories: none Expression: surprised Strength: empathy   Weakness: Easily bored,de261efe-731d-461e-b2e4-42edd2f48f72,0f68c06e748eb6b0f4372f4f33acab0d6d27ee8bcddf1d1aafd0fd760867a2f6
331,Chifu-the-maasai,chifu the maasai,clothing inspired by maasai shuka,male,Hair: bald Eyes: closed Teeth: none Skin: none Clothing: ankara shirt Accessories: none Expression: visionary Strength:  authentic Weakness: selfish,239933c4-7177-4b5b-86e8-e6f952301344,5bd252c3718b8bfaad660daba2b6723047a63b4ade1fe88c796200c3728ae8f6
332,Mwangaa-the-voice,mwangaa the voice,mwangaa the chief,male,Hair:  bald Eyes: blue Teeth: none Skin: darkskin Clothing: white lined ankara Accessories: none Expression: kindness Strength:  brave Weakness: impatient,49179b62-812d-4d0f-b518-4af7fa79f8bc,a257b9b57bdc94be2fb5f600e3e6fcb5349c21ffb38926a58c9705f64dc83899
333,Waforte-the-first,waforte the first,masked up man who does sleep a lot,male,Hair: bald Eyes: closedTeeth:none Skin: darkskin Clothing: jean ankara Accessories: none Expression: shy Strength:  Weakness: selfish,871912a8-d96e-4594-b7b3-450d94ee6924,ab6d2366d23ecd0e3243b8cd6d58c9e02346081317531f1d082869097e4d3564
334,Kariuki-the-prayerful-one,kariuki the prayerful one,kariuki closes his eyes,male,Hair: bald Eyes: closed eyes Teeth: Skin: Clothing: Accessories: Expression: bored Strength: intelligent  Weakness: passive,6a5b6fa6-0f91-4b01-957f-c766945eb704,61074d7ae89c2096d1a154a87a9d27cfaa4fb743b36ddf1e906a5b0bd2e19d88
335,Kenyanese-the-priest,kenyanese the priest,masked up man with with white cloth,male,Hair: bald Eyes: white Teeth: none Skin: darkskin Clothing: white jean shirt Accessories: none Expression: calculative Strength: kind Weakness: takes things personally,0706c338-42eb-4d26-84ea-c24b39628200,9e402a547c0449b1f1966ab398ebd5e1a7b4277e743324dad03fe0f14ba60b20
336,Nyimbo-the-singer,nyimbo the singer,glasses and a pot for the night,female,Hair:dreadlocks Eyes: glassed up Teeth:none Skin: brownskin Clothing: off shoulder ankara Accessories: a pot Expression: free spirited Strength: fair Weakness: impatient,d05af807-b3e9-4ad3-8df1-b7864d2daa33,4685f6dcaf5b9a9d15614987469c90eca5727d62fbc4370d76641c35de3cf288
337,maathai-the-nobel-winner,maathai the nobel winner,mathaai the warrior,female,Hair: pink afro Eyes: glassed up Teeth: none Skin: brownskin Clothing: colored ankara Accessories: noneExpression: strict Strength: leadership  Weakness:short sighted,0871cb8c-8d56-445d-92c7-01793f327707,000b62acbef89ceace6829596bd2f219f6b9b191603d32eeac2160a238347380
338,Tish-the-angry-one,tish the angry one,angry tish with specs on,female,Hair: black huge afro Eyes:  none Teeth: broken teeth Skin: brownskin Clothing: offshoulder ankara Accessories: none Expression: disgusted Strength: blunt Weakness:greedy,750a89dc-44ff-43bf-8211-b7776f1b5e52,052005f2ae97bd2d060b23e42f101319720de483d0cac465122477948ce85160
339,Wamenza-the-winner,wamenza the winner,wamenza the leader,female,Hair: laid back Eyes: none Teeth: none Skin: brownskin Clothing: offshoulder ankara Accessories: noneExpression: meditative Strength: strict Weakness: impulsive,7348c9ed-4ac9-4785-9434-0a1f0dcaf8d8,30cb2453c49f68215e65e04523106d4ad33323956745f5fe3b46dea5249e769f
340,Isaya-the-track-king,isaya the track king,isaya the traveller,male,Hair: none Eyes: glassed up Teeth: none Skin: brown skin Clothing: bright ankara Accessories: none Expression: taken aback Strength: straight forward Weakness: selfish,41781a16-d2b8-4fc6-a1f4-b9fffc5c95ba,c1f8cc15e3055c787fa90b491e819125e01288cb89f37d342e1bcad9caa7d985
,,,,,,,
TEAM RULER,,,,,,,
341,mansur-the-partyrider,mansur the partyrider,Mansur is the life of a party and never caught dulling.,male,"Eyes: ash grey. Hair: bald,  Weakness: red-whine, Accessories: studs, Expression: Happy, Clothing: Agbada",78db0f29-3936-4d9c-bb90-3dbf20dba2dd,004a486f984b3a17fb1479ab7e88b6af79a23a27af7af69c21e5e550470eb734
342,tola-the-businessman,tola the businessman,Tola loves business and owns several shops in idumota,female,"Eyes: midnightblack. Hair: brown bald,  Weakness: love, Accessories: mask, Expression: furious, Clothing: purple blow, Nose: rounded ",1c5d5a6b-cf04-4bf9-978e-22a7e9bc5819,b3befa8d42b4b0dae0d2e7a1b1f5738cca2f4b129214e9bc423532748e6dfc3f
343,abdullahi-the-honorable,abdullahi the honorable,"Popularly called ""buje budanu"" a godfather who lavishes money on young thugs",male,"Eyes: blue-blackish. Weakness: indecision, Mouth: black lips, Expression: notorius, Clothing: brown agbada, Stregth: intelligent ",dd708276-445f-4483-8357-fc08e999328f,8043c44bdc7affe76367aecce84bc7601aa85f52b5b46a760db575991467f65d
344,ojukwu-the-badguy,ojukwu the badguy,Ojukwu likes to oppress and cause trouble,male,"Eyes: eagle eyeball. Weakness: weak will power, Accessories: Nose Mask, Expression: needy, Clothing: yellow lining blowse, Stregth:cross-dressing",76c1eabf-15ea-446a-8426-472982c4d800,f7e5b6057f779a1877d198913040dcabb38716057c979e8b5b18a8cc2b9af459
345,odunsi-the-egbonadugbo,odunsi the egbonadugbo,Odunsi loves to advise and people in the community rely on him,male,"Eyes: dark brown. Weakness: emotional, Accessories: Nose Mask, Expression: depressed, Clothing: ankra wrap-style, Stregth: powerful",2912ab8b-5875-4277-a5c2-a0209aee90ae,b7640e8fe12dcf5f97e2a0b0d38c246f0155bfb73163df7a4472babec0ff783f
346,ogogo-the-sugardaddy,ogogo the sugardaddy,A rich oil magnate who loves to 'solve' young women's problems with his millions,male,"Eyes: shinny white. Weakness: selfish, Accessories: neckbeads, Expression: scary, Clothing: purple danshiki, Stregth: brave",aa575f30-04ad-45f9-a798-199465117793,f89866be91b25e5c7284e79425ecfc8ce3efb1ac71761587d8706a322a4820c8
347,suli-the-amalaseller,suli the amalaseller,"Suli sells amala , she is very rude, and they say thats the secret to her sweet food",female,"Eyes: cat eyes. weakness: selfish, Accessories: nose mask, Expression: disappointed, Clothing: brown agba, Stregth: strong will-power",46fd4821-04dd-4f65-9290-c130a00c4c93,d8d95a4b15f0c6498530bc34aa47cb7379df0d63552dda622d037541bc1664b8
348,dolapo-the-afrocentric,dolapo the afrocentric,Dolapo loves african prints and loves to showcase culture,female,"Eyes: cat eyes. Weakness:emotional, Accessories: nose mask, Expression: happy, Clothing: an orange blouse with brown stripe, Stregth: beautiful",cbab232b-5c62-4df8-867b-018a2e496cd4,d4b0d0bd6c1a4a83498f6046e120c7c7f3282fec4cfa1cfef75e0ad3501920ba
349,danjuma-the-saddist,danjuma-the-saddist,Danjuma is a grumpy man no one likes to associate with him,male,,5a42af57-186e-425b-b6b1-f72bda4911ef,cea8db534bca5e3bed6596bf29913b1b30ee689482dd1748cc656afa2f5f9a3d
350,chinedu-the-farmer,chinedu the farmer,An hardworking farmer who has 6 boys who help out on the farm,male,,9e8a55d7-0d8d-465d-a628-08ddd387a2c6,ea50280b76a65a29e7190ba3508d6b3da3d47fd6defd20e27d9c2e62acc64269
351,kola-the-baldguy,kola the baldguy,kola girls fall for his bald head and always barb it,male,,c32f1757-da9c-49e8-bd79-510a42b6971a,facb2259d6fc1f5e3a874404726e4ee95d3d841640ef1b8a07f02a88bd8f7285
352,bola-the-bosslady,bola the bosslady,Bola commands boys and chill with men,female,,09ff910d-a2be-49d5-8b27-b9378458701c,ccd86c2bbcfa898f2565adf791dd6283f5e88879c10e0af777f41d8a2b2a9c0a
353,kunle-the-alienguy,kunle the alienguy,People feared kunle because of his alien's colour,male,,dea2f5d8-e3ba-4d3f-9a17-0a7edfd0c100,591f90e07d0f5ddb747b494585daf5cc49792ba1963e3bfa301bc764d4c0c11a
354,segun-the-sharp,segun the sharp,Segun drives with caution and people love him for that,male,,f9159a9c-f48d-4aee-bcc1-63c86209f806,86afd83bdffb51ecfc34c6e6adf5e34b1febc8611d4807ca6da53a168cd7666d
355,ola-the-hardguy,ola the hardguy,Ola is feared by many and he leveraged on that,male,,a814fc77-bdfa-4e50-8ba8-3e4e4bcfb3c0,5fab983337400048ff6baa642ce62f412e0a0c4a6a584b483e9dbcf318747864
356,emeka-the-chief,emeka the chief,Crowd are always at Emeka's house and people respect him,male,,195e89c8-0b6f-43ad-9a2c-d20f03439e96,0e78a88a3dced631e13831c6ebdf8198c07903e0877a4136909e93dd213417dd
357,ugochukwu-the-celeb,ugochukwu the celeb,Ugochukwu has many followers on social media,male,,74775cda-cff4-4d21-8819-693127598eca,d3ed9229256542ac191df472986c4c921463087c44340905254268e656abc988
358,adekunle-the-yorubademon,adekunle the yoruba demon,A womans' man with no devotion to any of them,male,,5c98c2d8-3144-4e08-8a0f-9b8d7e4f5aa7,260ec87c0e6abb7996ce9f2ebcb471099ce742ce0a90432661d1271cd40bad2a
359,favour-the-fashionista,favour the fashionista,Combining dresses is not a problem for Favour,female,,19fc15c3-80fe-4d45-a2fe-be8f087d57c4,60bd6808f3d7cce4b1fc57112f6d771ebd1459a339bbd7d681c5ab1ec60b1251
360,jane-the-slayqueen,jane the slayqueen,Jane is always found in the midst of men and loves partying,female,,74775cda-cff4-4d21-8819-693127598eca,50bb789bd41d594ac0dfcd7380372e6124081f886bf919cff5e0e7698df3a057
,,,,,,,
TEAM VBELT,,,,,,,
361,osas-the-ceo,osas the ceo,"Meet Osas, a Gen-Z CEO with the British accent.",Female,"Hair: purple dreadlocks, Accessory: gold glasses",b10f7e42-4778-49db-820b-dabbad75504a,17ea68c69b411f3d3d089d1376ffe57c93b28bb51e5c42027c436b3ee5123ae3
362,nneka-the-rainbow babe,nneka the rainbow babe,"Nneka, the happy rainbow babe with the vibes",Female,"Hair: pink, Accessory: Pink",e7e20ab8-03e0-4e0a-80aa-6e193f84426e,a1d64ab60615fe0d29929d3d7d3bec6a4b9af3f76db4f4b39851eff404aba868
363,temitope-the-spoilt girl,temitope the spoilt girl,"Temitope, our favourite Daddy's girl.",Female,"Teeth: vampire teeth, accessory: gold glasses",10cbcbcb-754e-4175-b85d-d0c7eafa16a2,173d859edf0f3966b6be372ba95964b7a0b3d8138dc7532eba8d7c438d33abbd
364,bekeh-the-party animal,bekeh the party animal,"Baby Bekeh, Life of the party that goes home with your charger.",Female,"Hair: dark brown, Accessory: gold glasses",f0558235-3043-46e5-b26c-5bde83cc67fb,9a3f706b9a42adfa1b6c224ab25d4574ab411a3479a4e33b0633060bc2029480
365,nana-the-tech lady,nana the tech lady,"Nana, the tech madam that doubles as Kumasi Adele in her bathroom every morning.",Female,"Accessory: gold glasses, beret, Hair: black",e0858913-7050-4c4a-a2a0-442a88463334,8023598cda8033c32429c17b1d500ff0efd0d3bb10632bcefb51e88d685fbded
366,rofiat-the-marketer,rofiat the marketer,"Rofiat, the distressed marketing intern.",Female,"Eyes: Brown, Hair: Purple dreadlocks",1e4d9bda-f6f9-4e7a-9381-bee4b074b56d,2e75bcee9269ae1914677477dfc3f10b3c8470e6fae7cc0182456403aa980101
367,zarifa-the-righteous,zarifa the righteous,"Meet Zarifa, a proper baddie for Christ.",Female,Eyes: Blue Hair: Pink,c6955d16-c343-46bc-9bed-c069ea8cc65a,c706b3a605e1eb6b20600a09a027a77da8a93a756595f669ee59ff3e575f1adb
368,modinat-the-troublesome,modinat the troublesome,"Modinat, The queen of Gbas Gbos.",Female,"Teeth: vampire teeth, Accessory: brown glasses, Hair: long maroon hair",49eb44e8-1117-463b-b7b3-1bcea4258362,ee2a555f5e5f839c94a73992e13dbae566345f53cb10a5655676999cef317e7c
369,amaka-our-mummy-g.o,amaka our mummy g.o,"Here's Amaka, our one and only mummy G.O who's been to hell and back.",Female,"Eyes: blue, Hair: dark brown",853edc40-0f9d-40c5-ba78-46067dfd7f68,f78d4a2457c7e9c8fb86b6a7342064027f4e3a71a5216f5a4a4a0ffc6b7efb17
370,mawusi-the-patient,mawusi the patient,"Meet Mawusi, the sweet sister waiting for her Canadian bobo.",Female,"Eyes: Blue, Accessory: beret, Hair: Black",ca9ddc30-141a-493d-851b-71d34f599641,f0a7e89737216a203933f65724499f3bf9723c9228a35488e786bcd09d50702a
371,nesta-the-difficult,nesta the difficult,"Meet Nesta,the National Chairlady, Shege Administrators of Nigeria. (SAN)",Female,"Hair: double puffy hair, Accessory: hair bands, Eyes: brown",fc3b7ca7-efdb-45b2-b7c9-e69107484a43,a07e51ddfe40fe4074f49593e829c5ae591982244a140f70eaf3760e49db42e6
372,adaora-the-choir mistress,adaora the choir mistress,"Adaora, our able choir mistress that will take your boyfriend for vanishing.",Female,"Accessory: choker necklace, Eyes: brown, Hair: black",df944505-da1a-424e-88aa-b9d365bd2775,f91c6bd875dbd582156a3c4d4c14acce39527d3313dff5addf08eaf8fd061e9a
373,busayo-the-husband snatcher,busayo the husband snatcher,"Miss Busayo, Can transplant your husband with the blink of her eyes",Female,"Eyes: brown, Hair: brown",73c8d935-4a71-41d2-a1de-066ae8d548e6,35cbb7b8cbc324f7a7c90e73d86d133c69d2f621d53d264c0b9ee4cc1aa2c77d
374,wangari-the-waitress,wangari the waitress,"Wangari, the aspiring musician that doubles as a waitress.",Female,"Accessory: Purple earrings, eyes: brown eyes, hair: purple dreadlocks",4bd7a15b-cc66-4e2d-8fdb-d550f2dd645c,d6f04681ed6146d4184f130adf2fe2abd564e25f28c742b3aef92fc5e1a8c4e0
375,charlene-the-shy lady,charlene the shy lady,"Meet Charlene, the shy sweetheart next door.",Female,"Hair: brown afro, Eyes: brown",36539b84-ada0-43cb-92d4-30596e07a39a,2a0f48f4dd2e3e4989188c8ace7874f29d8cfa611f6daf117f06cce75e37b976
376,addae-the-unretired,addae the unretired,"Mummy Addae, the hot grandma that has refused to retire.",Female,"Accessory: choker necklace, Eyes: brown, Hair: brown",ced7b53c-73de-4fc7-a652-2b17ebfe68c9,7773c0846f954ab0c46edf9c7d5c3af120d53881debc6bc0e638c4367b8087c8
377,abena-the-slay queen,abena the slay queen,"Abena, the gang's slay queen",Female,"Eyes: squinting, Hair: long brown braids",1e4728e1-3e45-4972-9755-4a38e784ff91,efe3d3f1fb6003bb9808b0b1cf93b3298a8b3e02f63c1a4968876e9f32e20300
378,gasira-the-violence mama,gasira the violence mama,"Sister Gasira, wipes people Oraimo cord for a living.",Female,"Teeth: vampire teeth, Hair: brown bun",ea72337f-658f-4198-9ad6-39bc6212c20d,feec425f2ce585f9745bc7e65bf308be0c4542ef8766c184cb604d16f14471ef
379,salamatou-the-exchange student,salamatou the exchange student,"Salamatou, An Ivorian exchange student who's in love with Amala.",Female,"Accessory: beret, Hair: Black, Eyes: Squinted",0e216fd1-d96a-4e3c-a59b-c807f772c5b3,f7110815161997f99c6014686a466d894389a1ebf5ba3b31834cc7bb4f54b2a1
380,nguyen-the-foreigner,nguyen the foreigner,"Meet Nguyen, the Asian Aunt that's addicted to Waakaye.",Female,"Eyes: Squinted, Skin: White, Hair: dark brown",0381301b-b5a3-42c1-9f73-2c43c0b8493f,db25214809854bb9a7b61b5bf29ca653ec3a07e73dfcfc52b902f851a5f420c1
,,,,,,,
TEAM AXE,,,,,,,
381,Olofi,Olofi,Olofi is the Yoruba creator god and messenger.,Male,Eyes: Sky Blue. Accessories: FaceMask. Strength: Creation God. Weakness: Love,26340cc4-e334-494e-a737-f2b4bb9bb22e,8a3c4b1836fa0b1c39fbf8ccd475dfb7bc0f9d945df92b735aac927ec1a4e17d
382,Amadioha,Amadioha,Amadioha is the Igbo high god of thunder.,Male,Eyes:Shut. Hair: Bald. Accessories: FaceMask. Strength: Thunder Bolt.  Weakness:  PalmOil,a0586a93-7aff-43cc-8282-d081b8d6fe90,8cc302974333af471ee50e601d00d4a63316630fdbd66475d6d1d6b4228ab1ca
383,Sango,Sango,Sango is the yoruba diety of thunder.,Male,Hair:Shiny Bald. Clothing: AsoOke. Expression: Cunning. Strength: Thunder Clap. Weakness: Mice,15e1775c-74fe-4a0b-b79c-49f6b730fa89,c2df4847ab5850bb723bc653616b7e87122006a4bb2887d4c7eb5ab12243ef54
384,Agwu,Agwu,Agwu is the Igbo deity of health and divination.,Male,Eyes: Aquamarine. Hair: Shiny Bald. Expression: Childlike. Strength: Healing. Weakness: Fire,311a6713-66c9-43ce-82d8-e3ce03a87a81,5571a61162ef7682f49a4d943002a48d16146d41d920c3a1c7d9db654272dc91
385,Tano,Tano,Tano is the master of the Ghana river Tano.,Male,Eyes: Squinted.  Clothing: Yellow Danshiki with patterns. ,9c34a73f-33ee-4577-aba8-0982c1656ba7,ef7ce6cf59d19854e9cd8a495cfbed6b826adcb7606ea07359445c8f2b9d32a3
386,Anansi,Anansi,Anansi is a trickster god of stories of the Ghana people.,Male,Eyes: Sleepy. Accessories: FaceMask.  Clothing: Black Danshiki with patterns. Strength: Illusions. Weakness: Mirrors,784f0f6b-4273-4a31-88d7-2455b96c9011,96a1dc4edb4d7d3d409ee64b6b3a4e3d0405761dd78d5188a99908929e7ea229
387,Nyame,Nyame,Nyame is the omnipotent god of the Ghana region.,Male,"Eyes:Black, Hair:Bald, Expression: Serious. Accessories: Facemask. Clothing: Yellow Patterned Danshiki with black lining. Strength: HeatBlast. Weakness: Cattles. ",f3af0bbd-0724-4696-89ff-ed67f63e6b4f,af786ecc7b21802408eb42be4b5df7aa1bee6e18206e909a3abde4cfe67a9f65
388,Obatala,Obatala,Obatala is the lord of all gods in the Yoruba land.,Male,Eyes: Pitch Black. Expression: Mysterious. Clothing: Yellowish Blue Native. Strength: Oro Ase. Weakness: None. ,c447c120-830e-4543-9cb3-5917ba36bce8,fd799aba34961d80c557b7531f3b6e1c4706ab8f88ea4b33c6db9c5d43012017
389,Erinle,Erinle,"Erinle is a powerful hunter of the Yoruba land.,",Male,Eyes: Midnight black. Hair: Shiny Bald. Expression: Angry. Strength: Irongrip. Weakness: Food,dacbbb38-087d-4248-8085-13b619da0ef9,0a1180a4c42cc98b413f5995d6b5efa51c9b2430cce8e9f872d0296e2b824395
390,Ogun,Ogun,Ogun is the Yoruba God of iron and metal work.,Male,Expression: Amused. Hair: Shiny Bald. Clothing: Whitish Blue Ankara. Strength: Ironclaw. Weakness: Wood.,94c607b3-791e-40df-bd93-50926f094143,70f92fbee6ebcfccffdf726b6cf3a0b16b28fb055f91e3f1641f614d24cf8596
391,Abosom,Abosom,Abosom is the goddess of wisdom and knowledge of the Ghana people.,Female,Hair: Fuzzy Brown. Accessories: Glasses and Pipe. Expression: Baddie. Clothing: Patterned Danshiki.Strength: All knowing. Weakness: Ignorance,b3427836-627b-41e4-a2d0-c29473448343,90a67c68106f0c1216ccc00180296db03a57795345a464c9a5775dae39bc3d27
392,Oya,Oya,Oya is the goddess of violent storms and winds of the Yoruba people.,Female,Hair; Purple Braids. Accessories: Glasses. Clothing: Darkish Blue Buba. Expression: Bitchy. Strength: Seduction. Weakness: Dirt,22aaebe4-4659-44de-ab3d-c4dae11fe9f5,6c0d25b47de8bf6109edf93e8d1b0f34b9dcfc343c17731cc561d905f6edc602
393,Agbala,Agbala,Agbala is the stylish goddess of the future for the Igbo region.,Female,"Hair: Black Knob. Accessories: Berret, Glasses and Gum. Expression: Unbothered. Clothing: Patterned Kente. Stength: Foresight. Weakness: Wine",ca720bf9-5e47-4421-b38f-bc62162ae99e,a325a99d78f8c448609ea58f6366d222ca4cb2ecf1bd3010c363c5ae9a193c7b
394,Njoku-ji,Njoku-ji,Njoku-ji is the goddess of new yam of the Igbo people.,Female,Hair: Light brown Cornrows. Accessories: Glasses. Clothing: Patterned Isiagu. Expression: Blank. ,3b795bad-91b4-4d0e-8ed8-bccbb226fc55,7f816d70d8b353a69a871b700becf45d29d7725b05d8c2543662a31185a27917
395,Akonadi,Akonadi,Akonadi is the goddess of justice and prophesies of the Ghana people.,Female,Hair: Brown Wavy. Accessories: Glasses. Teeth: Vampiric. Clothing: Yellow patterned Kento. Strength: Scale Of Justice. Weakness: Anansi,2aebd094-3be5-4773-a7a0-361f6332a7d4,e154448a52f5eb4ec9277aa23ab9d99d5979d586a79d458b434e75942026b2f9
396,Onyame,Onyame,Onyame is the goddess of the moon of the ghana region,Female,Hair: Wavy Brown Curls. Eyes: Aquamarine. Accessories: Earrings. Clothing: Drum Patterned Danshiki. Strength: Moonbeam. Weakness: Erinle,fb148f97-d309-45a4-b902-4e066ca13f96,648b9f2356798b7faf1e18636cdb14e8ec65a48319839bb6c19744f0eb6427f6
397,Ibeji,Ibeji,Ibeji is the goddess of balance and twin of the Yoruba people.,Female,,7b210c03-5446-462d-980e-c73dbbc1e386,02ab12a7ccac28045c49c22c279bbeefee98ae1c031373e377108ad31dc06f84
398,Asase-ya,Asase-ya,Asase-ya is the goddess of fertility and love of the Ghanaian people,Female,,80b51092-3fbc-4d0c-8518-fc461ccb6c80,474770f3fd648797aed8611343fdd2f5eb4f290ed31e899565a91f4939e70544
399,Yemoja,Yemoja,Yemoja is the stylish yoruba goddess of the rivers.,Female,,1693b44d-96cf-4c2d-89be-9f4219c28447,4e15c08ecf9332febace8c884cbd02a6458429ab6024c7a166933ab99aec9fcf
400,Yemaya,Yemaya,Yemaya is the Ghana goddess of rivers and waters.,Female,,9609d0f4-d9d3-4cff-aa06-a9c459fefa39,c45cfca80db51ffb0d6a8ede73b4641066e485942df07842be4d945b88d5e900
,,,,,,,
TEAM BOOT,,,,,,,
401,smirky-becky,smirky becky,Becky ends every statement she makes with a smirk.,female,"Hair: Black low cut, Eyes: Brown, Clothing: Animal print dress, Accessories: Ankara beret,  Expression: Smirking, Strength: Curiosity, Weakness: Short sighted ",87bcc41f-eb3e-4ba2-9645-223c949a9b50,11af0e804f408051a2318c03a50c4faedf3ef84cbede5bf95cf66f71774c6f59
402,ankara-scarlett,ankara scarlett,Scarlett is a tailor at yaba market and she loves what she does.,female," Hair: Orange bun, Eyes: Closed, Clothing: Ankara mixed with black material dress, Expression: Unethusiastic,  Strength: Fashion, Weakness: Shy",66d0149f-5f2a-4ded-8e6b-9bd7d7631c39,33aabfd13e4ebd1e3a0baf5114f76760d3fad8c69203ff38a168a3b5daac2316
403,sea-rastafaria,sea rastafaria,Ronke is the ghetto goddess that nobody wants to mess with. Stay clear!,female,"Hair: Purple dreadlocks, Eyes: Closed, Clothing: Blue one hand dress, Expression: Unfazed, Strength: Intellect, Weakness: Impatient",d1556c97-9075-49fc-8bde-1826bfc2dbe1,c0e1ad78486d4f5a742be26c498f7678c69297a2382643cc789050b3d2f31690
404,pretty-betty,pretty betty,Betty is always proud of her beauty.,female," Hair: Orange bob, Eyes: Closed,Clothing: Orange one hand ankara print, Expression: Stoic, Strength: Beauty, Weakness: Pride",6a4f5b7c-914d-42c5-8e5f-d1c34ca48886,100c26e3104eaba2582ba6c635fbfdb1f12545cc432cc308a5d6c9058390511e
405,lola-medusa,lola medusa,Lola knows how to seduce every guys she is into.,female,"Hair: Long red braids, Eyes: Closed, Clothing: Geometric ankara print, Expression: Unfazed, Strength: Seduction, Weakness: Narcissism",32ec57f7-8272-4671-ad2d-db3dff99fe9f,d3aefa9197581de9892eab8159f634443300f2f2dfe636ea6d46688e7235e555
